instance,q1,q2,kind,rank,value,originator,date,group_url,artifact_url
umps16,7,3,upper_bound,3,171425,Toffolo et al.,2017-07-22,https://benchmark.gent.cs.kuleuven.be/tup/en/results/solution_group/52.html,https://benchmark.gent.cs.kuleuven.be/tup/media/solutions/52/umps16_7_3.txt
umps16,7,2,lower_bound,1,150433.0,Toffolo et al.,2015-02-03,https://benchmark.gent.cs.kuleuven.be/tup/en/results/bound_group/25.html,
umps16,7,2,lower_bound,2,149488.0,Xue et al.,2014-03-21,https://benchmark.gent.cs.kuleuven.be/tup/en/results/bound_group/26.html,
umps16,7,2,lower_bound,3,148341.8,Toffolo et al.,2014-02-28,https://benchmark.gent.cs.kuleuven.be/tup/en/results/bound_group/17.html,
umps16,7,2,upper_bound,1,150433,Toffolo et al.,2015-02-03,https://benchmark.gent.cs.kuleuven.be/tup/en/results/solution_group/14.html,https://benchmark.gent.cs.kuleuven.be/tup/media/solutions/14/umps16_7_2.txt
umps16,7,2,upper_bound,2,155656,Toffolo et al.,2017-07-22,https://benchmark.gent.cs.kuleuven.be/tup/en/results/solution_group/52.html,https://benchmark.gent.cs.kuleuven.be/tup/media/solutions/52/umps16_7_2.txt
umps16,7,2,upper_bound,3,158114,Wauters et al.,2013-11-05,https://benchmark.gent.cs.kuleuven.be/tup/en/results/solution_group/36.html,
umps16A,8,4,lower_bound,1,206141.2,Xue et al.,2014-03-21,https://benchmark.gent.cs.kuleuven.be/tup/en/results/bound_group/26.html,
umps16A,8,4,lower_bound,2,200648.5,Toffolo et al.,2014-02-28,https://benchmark.gent.cs.kuleuven.be/tup/en/results/bound_group/17.html,
umps16A,8,4,lower_bound,3,185119.0,Wauters et al.,2013-11-05,https://benchmark.gent.cs.kuleuven.be/tup/en/results/bound_group/19.html,
umps16A,8,4,upper_bound,1,infeasible,Toffolo et al.,2014-02-28,https://benchmark.gent.cs.kuleuven.be/tup/en/results/solution_group/34.html,
umps16A,8,3,lower_bound,1,175590.0,Toffolo et al.,2015-02-03,https://benchmark.gent.cs.kuleuven.be/tup/en/results/bound_group/25.html,
umps16A,8,3,upper_bound,1,214512,Toffolo et al.,2015-02-03,https://benchmark.gent.cs.kuleuven.be/tup/en/results/solution_group/14.html,https://benchmark.gent.cs.kuleuven.be/tup/media/solutions/14/umps16A_8_3.txt
umps16A,8,2,lower_bound,1,168274.4,Xue et al.,2014-03-21,https://benchmark.gent.cs.kuleuven.be/tup/en/results/bound_group/26.html,
umps16A,8,2,lower_bound,2,166624.1,Toffolo et al.,2014-02-28,https://benchmark.gent.cs.kuleuven.be/tup/en/results/bound_group/17.html,
umps16A,8,2,lower_bound,3,162788.0,Wauters et al.,2013-11-05,https://benchmark.gent.cs.kuleuven.be/tup/en/results/bound_group/19.html,
umps16A,8,2,upper_bound,1,171882,Toffolo et al.,2014-02-28,https://benchmark.gent.cs.kuleuven.be/tup/en/results/solution_group/34.html,
umps16A,8,2,upper_bound,2,171882,Toffolo et al.,2017-07-22,https://benchmark.gent.cs.kuleuven.be/tup/en/results/solution_group/52.html,https://benchmark.gent.cs.kuleuven.be/tup/media/solutions/52/umps16A_8_2.txt
umps16A,8,2,upper_bound,3,172966,Wauters et al.,2013-11-05,https://benchmark.gent.cs.kuleuven.be/tup/en/results/solution_group/36.html,
umps16A,7,4,lower_bound,1,213416.0,Toffolo et al.,2015-02-03,https://benchmark.gent.cs.kuleuven.be/tup/en/results/bound_group/25.html,
umps16A,7,4,upper_bound,1,213416,Toffolo et al.,2015-02-03,https://benchmark.gent.cs.kuleuven.be/tup/en/results/solution_group/14.html,https://benchmark.gent.cs.kuleuven.be/tup/media/solutions/14/umps16A_7_4.txt
umps16A,7,3,lower_bound,1,178511.0,Toffolo et al.,2015-02-03,https://benchmark.gent.cs.kuleuven.be/tup/en/results/bound_group/25.html,
umps16A,7,3,lower_bound,2,172964.0,Wauters et al.,2013-11-05,https://benchmark.gent.cs.kuleuven.be/tup/en/results/bound_group/19.html,
umps16A,7,3,lower_bound,3,160314.0,Oliveira et al.,2013-08-28,https://benchmark.gent.cs.kuleuven.be/tup/en/results/bound_group/18.html,
umps16A,7,3,upper_bound,1,178511,Toffolo et al.,2015-02-03,https://benchmark.gent.cs.kuleuven.be/tup/en/results/solution_group/14.html,https://benchmark.gent.cs.kuleuven.be/tup/media/solutions/14/umps16A_7_3.txt
umps16A,7,3,upper_bound,2,179960,Wauters et al.,2013-11-05,https://benchmark.gent.cs.kuleuven.be/tup/en/results/solution_group/36.html,
umps16A,7,3,upper_bound,3,181879,Toffolo et al.,2017-07-22,https://benchmark.gent.cs.kuleuven.be/tup/en/results/solution_group/52.html,https://benchmark.gent.cs.kuleuven.be/tup/media/solutions/52/umps16A_7_3.txt
umps16A,7,2,lower_bound,1,163709.0,Toffolo et al.,2015-02-03,https://benchmark.gent.cs.kuleuven.be/tup/en/results/bound_group/25.html,
umps16A,7,2,lower_bound,2,162621.7,Xue et al.,2014-03-21,https://benchmark.gent.cs.kuleuven.be/tup/en/results/bound_group/26.html,
umps16A,7,2,lower_bound,3,161640.0,Wauters et al.,2013-11-05,https://benchmark.gent.cs.kuleuven.be/tup/en/results/bound_group/19.html,
umps16A,7,2,upper_bound,1,163709,Toffolo et al.,2015-02-03,https://benchmark.gent.cs.kuleuven.be/tup/en/results/solution_group/14.html,https://benchmark.gent.cs.kuleuven.be/tup/media/solutions/14/umps16A_7_2.txt
umps16A,7,2,upper_bound,2,165766,Toffolo et al.,2014-02-28,https://benchmark.gent.cs.kuleuven.be/tup/en/results/solution_group/34.html,
umps16A,7,2,upper_bound,3,168447,Toffolo et al.,2017-07-22,https://benchmark.gent.cs.kuleuven.be/tup/en/results/solution_group/52.html,https://benchmark.gent.cs.kuleuven.be/tup/media/solutions/52/umps16A_7_2.txt
umps16B,8,4,lower_bound,1,215520.6,Xue et al.,2014-03-21,https://benchmark.gent.cs.kuleuven.be/tup/en/results/bound_group/26.html,
umps16B,8,4,lower_bound,2,209346.5,Toffolo et al.,2014-02-28,https://benchmark.gent.cs.kuleuven.be/tup/en/results/bound_group/17.html,
umps16B,8,4,lower_bound,3,208418.0,Wauters et al.,2013-11-05,https://benchmark.gent.cs.kuleuven.be/tup/en/results/bound_group/19.html,
umps16B,8,4,upper_bound,1,infeasible,Toffolo et al.,2014-02-28,https://benchmark.gent.cs.kuleuven.be/tup/en/results/solution_group/34.html,
umps16B,8,3,lower_bound,1,178821.0,Toffolo et al.,2015-02-03,https://benchmark.gent.cs.kuleuven.be/tup/en/results/bound_group/25.html,
umps16B,8,3,upper_bound,1,217764,Toffolo et al.,2015-02-03,https://benchmark.gent.cs.kuleuven.be/tup/en/results/solution_group/14.html,https://benchmark.gent.cs.kuleuven.be/tup/media/solutions/14/umps16B_8_3.txt
umps16B,8,2,lower_bound,1,170384.4,Xue et al.,2014-03-21,https://benchmark.gent.cs.kuleuven.be/tup/en/results/bound_group/26.html,
umps16B,8,2,lower_bound,2,170092.6,Toffolo et al.,2014-02-28,https://benchmark.gent.cs.kuleuven.be/tup/en/results/bound_group/17.html,
umps16B,8,2,lower_bound,3,167768.0,Wauters et al.,2013-11-05,https://benchmark.gent.cs.kuleuven.be/tup/en/results/bound_group/19.html,
umps16B,8,2,upper_bound,1,180540,Toffolo et al.,2017-07-22,https://benchmark.gent.cs.kuleuven.be/tup/en/results/solution_group/52.html,https://benchmark.gent.cs.kuleuven.be/tup/media/solutions/52/umps16B_8_2.txt
umps16B,8,2,upper_bound,2,180728,Toffolo et al.,2014-02-28,https://benchmark.gent.cs.kuleuven.be/tup/en/results/solution_group/34.html,
umps16B,8,2,upper_bound,3,180888,Wauters et al.,2013-11-05,https://benchmark.gent.cs.kuleuven.be/tup/en/results/solution_group/36.html,
umps16B,7,4,lower_bound,1,223868.0,Toffolo et al.,2015-02-03,https://benchmark.gent.cs.kuleuven.be/tup/en/results/bound_group/25.html,
umps16B,7,4,upper_bound,1,223868,Toffolo et al.,2015-02-03,https://benchmark.gent.cs.kuleuven.be/tup/en/results/solution_group/14.html,https://benchmark.gent.cs.kuleuven.be/tup/media/solutions/14/umps16B_7_4.txt
umps16B,7,3,lower_bound,1,180204.0,Toffolo et al.,2015-02-03,https://benchmark.gent.cs.kuleuven.be/tup/en/results/bound_group/25.html,
umps16B,7,3,lower_bound,2,173023.0,Wauters et al.,2013-11-05,https://benchmark.gent.cs.kuleuven.be/tup/en/results/bound_group/19.html,
umps16B,7,3,lower_bound,3,158244.0,Oliveira et al.,2013-08-28,https://benchmark.gent.cs.kuleuven.be/tup/en/results/bound_group/18.html,
umps16B,7,3,upper_bound,1,180204,Toffolo et al.,2015-02-03,https://benchmark.gent.cs.kuleuven.be/tup/en/results/solution_group/14.html,https://benchmark.gent.cs.kuleuven.be/tup/media/solutions/14/umps16B_7_3.txt
umps16B,7,3,upper_bound,2,181565,Wauters et al.,2013-11-05,https://benchmark.gent.cs.kuleuven.be/tup/en/results/solution_group/36.html,
umps16B,7,3,upper_bound,3,191974,Toffolo et al.,2017-07-22,https://benchmark.gent.cs.kuleuven.be/tup/en/results/solution_group/52.html,https://benchmark.gent.cs.kuleuven.be/tup/media/solutions/52/umps16B_7_3.txt
umps16B,7,2,lower_bound,1,167190.0,Toffolo et al.,2015-02-03,https://benchmark.gent.cs.kuleuven.be/tup/en/results/bound_group/25.html,
umps16B,7,2,lower_bound,2,164816.0,Xue et al.,2014-03-21,https://benchmark.gent.cs.kuleuven.be/tup/en/results/bound_group/26.html,
umps16B,7,2,lower_bound,3,164012.0,Wauters et al.,2013-11-05,https://benchmark.gent.cs.kuleuven.be/tup/en/results/bound_group/19.html,
umps16B,7,2,upper_bound,1,167190,Toffolo et al.,2015-02-03,https://benchmark.gent.cs.kuleuven.be/tup/en/results/solution_group/14.html,https://benchmark.gent.cs.kuleuven.be/tup/media/solutions/14/umps16B_7_2.txt
umps16B,7,2,upper_bound,2,171336,Wauters et al.,2013-11-05,https://benchmark.gent.cs.kuleuven.be/tup/en/results/solution_group/36.html,
umps16B,7,2,upper_bound,3,172579,Toffolo et al.,2017-07-22,https://benchmark.gent.cs.kuleuven.be/tup/en/results/solution_group/52.html,https://benchmark.gent.cs.kuleuven.be/tup/media/solutions/52/umps16B_7_2.txt
umps16C,8,4,lower_bound,1,206368.8,Xue et al.,2014-03-21,https://benchmark.gent.cs.kuleuven.be/tup/en/results/bound_group/26.html,
umps16C,8,4,lower_bound,2,205643.8,Toffolo et al.,2014-02-28,https://benchmark.gent.cs.kuleuven.be/tup/en/results/bound_group/17.html,
umps16C,8,4,lower_bound,3,188561.0,Wauters et al.,2013-11-05,https://benchmark.gent.cs.kuleuven.be/tup/en/results/bound_group/19.html,
umps16C,8,4,upper_bound,1,infeasible,Toffolo et al.,2014-02-28,https://benchmark.gent.cs.kuleuven.be/tup/en/results/solution_group/34.html,
umps16C,8,3,lower_bound,1,175435.0,Toffolo et al.,2015-02-03,https://benchmark.gent.cs.kuleuven.be/tup/en/results/bound_group/25.html,
umps16C,8,3,upper_bound,1,214993,Toffolo et al.,2015-02-03,https://benchmark.gent.cs.kuleuven.be/tup/en/results/solution_group/14.html,https://benchmark.gent.cs.kuleuven.be/tup/media/solutions/14/umps16C_8_3.txt
umps16C,8,2,lower_bound,1,169697.7,Xue et al.,2014-03-21,https://benchmark.gent.cs.kuleuven.be/tup/en/results/bound_group/26.html,
umps16C,8,2,lower_bound,2,168783.6,Toffolo et al.,2014-02-28,https://benchmark.gent.cs.kuleuven.be/tup/en/results/bound_group/17.html,
umps16C,8,2,lower_bound,3,166001.0,Wauters et al.,2013-11-05,https://benchmark.gent.cs.kuleuven.be/tup/en/results/bound_group/19.html,
umps16C,8,2,upper_bound,1,179939,Toffolo et al.,2014-02-28,https://benchmark.gent.cs.kuleuven.be/tup/en/results/solution_group/34.html,
umps16C,8,2,upper_bound,2,183554,Wauters et al.,2013-11-05,https://benchmark.gent.cs.kuleuven.be/tup/en/results/solution_group/36.html,
umps16C,8,2,upper_bound,3,186253,Toffolo et al.,2017-07-22,https://benchmark.gent.cs.kuleuven.be/tup/en/results/solution_group/52.html,https://benchmark.gent.cs.kuleuven.be/tup/media/solutions/52/umps16C_8_2.txt
umps16C,7,4,lower_bound,1,209088.0,Toffolo et al.,2015-02-03,https://benchmark.gent.cs.kuleuven.be/tup/en/results/bound_group/25.html,
umps16C,7,4,upper_bound,1,209088,Toffolo et al.,2015-02-03,https://benchmark.gent.cs.kuleuven.be/tup/en/results/solution_group/14.html,https://benchmark.gent.cs.kuleuven.be/tup/media/solutions/14/umps16C_7_4.txt
umps16C,7,3,lower_bound,1,176161.0,Toffolo et al.,2015-02-03,https://benchmark.gent.cs.kuleuven.be/tup/en/results/bound_group/25.html,
umps16C,7,3,lower_bound,2,172754.6,Xue et al.,2014-03-21,https://benchmark.gent.cs.kuleuven.be/tup/en/results/bound_group/26.html,
umps16C,7,3,lower_bound,3,171767.6,Toffolo et al.,2014-02-28,https://benchmark.gent.cs.kuleuven.be/tup/en/results/bound_group/17.html,
umps16C,7,3,upper_bound,1,180483,Toffolo et al.,2015-02-03,https://benchmark.gent.cs.kuleuven.be/tup/en/results/solution_group/14.html,https://benchmark.gent.cs.kuleuven.be/tup/media/solutions/14/umps16C_7_3.txt
umps16C,7,3,upper_bound,2,184181,Wauters et al.,2013-11-05,https://benchmark.gent.cs.kuleuven.be/tup/en/results/solution_group/36.html,
umps16C,7,3,upper_bound,3,188818,Toffolo et al.,2017-07-22,https://benchmark.gent.cs.kuleuven.be/tup/en/results/solution_group/52.html,https://benchmark.gent.cs.kuleuven.be/tup/media/solutions/52/umps16C_7_3.txt
umps16C,7,2,lower_bound,1,166479.0,Toffolo et al.,2015-02-03,https://benchmark.gent.cs.kuleuven.be/tup/en/results/bound_group/25.html,
umps16C,7,2,lower_bound,2,164625.7,Xue et al.,2014-03-21,https://benchmark.gent.cs.kuleuven.be/tup/en/results/bound_group/26.html,
umps16C,7,2,lower_bound,3,163850.8,Toffolo et al.,2014-02-28,https://benchmark.gent.cs.kuleuven.be/tup/en/results/bound_group/17.html,
umps16C,7,2,upper_bound,1,166479,Toffolo et al.,2015-02-03,https://benchmark.gent.cs.kuleuven.be/tup/en/results/solution_group/14.html,https://benchmark.gent.cs.kuleuven.be/tup/media/solutions/14/umps16C_7_2.txt
umps16C,7,2,upper_bound,2,170805,Wauters et al.,2013-11-05,https://benchmark.gent.cs.kuleuven.be/tup/en/results/solution_group/36.html,
umps16C,7,2,upper_bound,3,172319,Toffolo et al.,2017-07-22,https://benchmark.gent.cs.kuleuven.be/tup/en/results/solution_group/52.html,https://benchmark.gent.cs.kuleuven.be/tup/media/solutions/52/umps16C_7_2.txt
umps18,9,4,lower_bound,1,213805.5,Xue et al.,2014-03-21,https://benchmark.gent.cs.kuleuven.be/tup/en/results/bound_group/26.html,
umps18,9,4,upper_bound,1,267311,Toffolo et al.,2015-06-25,https://benchmark.gent.cs.kuleuven.be/tup/en/results/solution_group/38.html,https://benchmark.gent.cs.kuleuven.be/tup/media/solutions/38/umps18_9_4.txt
umps18,9,3,lower_bound,1,186173.0,Toffolo et al.,2015-02-03,https://benchmark.gent.cs.kuleuven.be/tup/en/results/bound_group/25.html,
umps18,9,3,upper_bound,1,262987,Toffolo et al.,2015-02-03,https://benchmark.gent.cs.kuleuven.be/tup/en/results/solution_group/14.html,https://benchmark.gent.cs.kuleuven.be/tup/media/solutions/14/umps18_9_3.txt
umps18,8,4,lower_bound,1,197511.0,Toffolo et al.,2015-02-03,https://benchmark.gent.cs.kuleuven.be/tup/en/results/bound_group/25.html,
umps18,8,4,upper_bound,1,254155,Toffolo et al.,2015-02-03,https://benchmark.gent.cs.kuleuven.be/tup/en/results/solution_group/14.html,https://benchmark.gent.cs.kuleuven.be/tup/media/solutions/14/umps18_8_4.txt
umps18,8,3,lower_bound,1,187335.0,Toffolo et al.,2015-02-03,https://benchmark.gent.cs.kuleuven.be/tup/en/results/bound_group/25.html,
umps18,8,3,upper_bound,1,248302,Toffolo et al.,2015-02-03,https://benchmark.gent.cs.kuleuven.be/tup/en/results/solution_group/14.html,https://benchmark.gent.cs.kuleuven.be/tup/media/solutions/14/umps18_8_3.txt
umps18,7,4,lower_bound,1,200551.0,Toffolo et al.,2015-02-03,https://benchmark.gent.cs.kuleuven.be/tup/en/results/bound_group/25.html,
umps18,7,4,upper_bound,1,217502,Toffolo et al.,2015-02-03,https://benchmark.gent.cs.kuleuven.be/tup/en/results/solution_group/14.html,https://benchmark.gent.cs.kuleuven.be/tup/media/solutions/14/umps18_7_4.txt
umps20,10,5,lower_bound,1,250372.6,Oliveira et al.,2015-08-11,https://benchmark.gent.cs.kuleuven.be/tup/en/results/bound_group/30.html,
umps20,10,5,lower_bound,2,220907.0,Toffolo et al.,2015-02-03,https://benchmark.gent.cs.kuleuven.be/tup/en/results/bound_group/25.html,
umps20,10,5,lower_bound,3,216332.1,Xue et al.,2014-03-21,https://benchmark.gent.cs.kuleuven.be/tup/en/results/bound_group/26.html,
umps20,5,5,upper_bound,1,250569,Toffolo et al.,2017-07-22,https://benchmark.gent.cs.kuleuven.be/tup/en/results/solution_group/52.html,https://benchmark.gent.cs.kuleuven.be/tup/media/solutions/52/umps20_5_5.txt
umps22,11,5,lower_bound,1,269735.5,Oliveira et al.,2015-08-11,https://benchmark.gent.cs.kuleuven.be/tup/en/results/bound_group/30.html,
umps22,11,5,lower_bound,2,245517.6,Xue et al.,2014-03-21,https://benchmark.gent.cs.kuleuven.be/tup/en/results/bound_group/26.html,
umps22,5,5,upper_bound,1,278842,Toffolo et al.,2017-07-22,https://benchmark.gent.cs.kuleuven.be/tup/en/results/solution_group/52.html,https://benchmark.gent.cs.kuleuven.be/tup/media/solutions/52/umps22_5_5.txt
umps24,12,6,lower_bound,1,301441.0,Oliveira et al.,2015-08-11,https://benchmark.gent.cs.kuleuven.be/tup/en/results/bound_group/30.html,
umps24,12,6,lower_bound,2,273057.0,Xue et al.,2014-03-21,https://benchmark.gent.cs.kuleuven.be/tup/en/results/bound_group/26.html,
umps24,5,5,upper_bound,1,305514,Toffolo et al.,2017-07-22,https://benchmark.gent.cs.kuleuven.be/tup/en/results/solution_group/52.html,https://benchmark.gent.cs.kuleuven.be/tup/media/solutions/52/umps24_5_5.txt
umps26,13,6,lower_bound,1,336854.4,Oliveira et al.,2015-08-11,https://benchmark.gent.cs.kuleuven.be/tup/en/results/bound_group/30.html,
umps26,13,6,lower_bound,2,312785.8,Xue et al.,2014-03-21,https://benchmark.gent.cs.kuleuven.be/tup/en/results/bound_group/26.html,
umps26,5,5,lower_bound,1,324753.2,Oliveira et al.,2015-08-11,https://benchmark.gent.cs.kuleuven.be/tup/en/results/bound_group/30.html,
umps26,5,5,upper_bound,1,351932,Toffolo et al.,2017-07-22,https://benchmark.gent.cs.kuleuven.be/tup/en/results/solution_group/52.html,https://benchmark.gent.cs.kuleuven.be/tup/media/solutions/52/umps26_5_5.txt
umps28,14,7,lower_bound,1,377356.2,Oliveira et al.,2015-08-11,https://benchmark.gent.cs.kuleuven.be/tup/en/results/bound_group/30.html,
umps28,14,7,lower_bound,2,350262.9,Xue et al.,2014-03-21,https://benchmark.gent.cs.kuleuven.be/tup/en/results/bound_group/26.html,
umps28,5,5,lower_bound,1,363541.4,Oliveira et al.,2015-08-11,https://benchmark.gent.cs.kuleuven.be/tup/en/results/bound_group/30.html,
umps28,5,5,upper_bound,1,390635,Toffolo et al.,2017-07-22,https://benchmark.gent.cs.kuleuven.be/tup/en/results/solution_group/52.html,https://benchmark.gent.cs.kuleuven.be/tup/media/solutions/52/umps28_5_5.txt
umps30,15,7,lower_bound,1,424537.6,Oliveira et al.,2015-08-11,https://benchmark.gent.cs.kuleuven.be/tup/en/results/bound_group/30.html,
umps30,15,7,lower_bound,2,339331.0,Toffolo et al.,2015-02-03,https://benchmark.gent.cs.kuleuven.be/tup/en/results/bound_group/25.html,
umps30,5,5,lower_bound,1,415747.5,Oliveira et al.,2015-08-11,https://benchmark.gent.cs.kuleuven.be/tup/en/results/bound_group/30.html,
umps30,5,5,lower_bound,2,413103.0,Wauters et al.,2013-11-05,https://benchmark.gent.cs.kuleuven.be/tup/en/results/bound_group/19.html,
umps30,5,5,lower_bound,3,367877.0,Oliveira et al.,2013-08-28,https://benchmark.gent.cs.kuleuven.be/tup/en/results/bound_group/18.html,
umps30,5,5,upper_bound,1,443739,Toffolo et al.,2017-07-22,https://benchmark.gent.cs.kuleuven.be/tup/en/results/solution_group/52.html,https://benchmark.gent.cs.kuleuven.be/tup/media/solutions/52/umps30_5_5.txt
umps30,5,5,upper_bound,2,450919,Wauters et al.,2013-11-05,https://benchmark.gent.cs.kuleuven.be/tup/en/results/solution_group/36.html,https://benchmark.gent.cs.kuleuven.be/tup/media/solutions/36/umps30_5_5.txt
umps32,16,8,lower_bound,1,468803.5,Oliveira et al.,2015-08-11,https://benchmark.gent.cs.kuleuven.be/tup/en/results/bound_group/30.html,
umps32,16,8,lower_bound,2,430889.2,Xue et al.,2014-03-21,https://benchmark.gent.cs.kuleuven.be/tup/en/results/bound_group/26.html,
umps32,5,5,lower_bound,1,456685.9,Oliveira et al.,2015-08-11,https://benchmark.gent.cs.kuleuven.be/tup/en/results/bound_group/30.html,
umps32,5,5,upper_bound,1,491075,Toffolo et al.,2017-07-22,https://benchmark.gent.cs.kuleuven.be/tup/en/results/solution_group/52.html,https://benchmark.gent.cs.kuleuven.be/tup/media/solutions/52/umps32_5_5.txt
